predicted_direction,predicted_state_at_horizon,horizon_months,voice,hedged,attributed_to,page_id,source,arm,window,window_kind,cycle,newspaper_title,lccn,date,publisher_state,claim_month,target_month,actual_state,hit,confidence,brier,epu
worsen,recession,6,quoted_banker_or_economist,False,National Retail Federation,1933751684,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-13,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,economists,1933751684,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-13,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,True,Intel,1933751684,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-13,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,quoted_banker_or_economist,True,John Dryden,1933751684,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-13,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,quoted_banker_or_economist,True,Michael Geoghegan,1933751939,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-11,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,quoted_banker_or_economist,True,Richard L. Bond,1933751939,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-11,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,reported_survey,False,,1933751939,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-11,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,editorial,False,,1933757318,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,False,,1933757318,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,False,,1933757318,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,False,,1933757318,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,editorial,False,,1933757318,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,reported_survey,False,,1933757404,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,,1933757404,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,True,,1933757404,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
improve,expansion,6,quoted_banker_or_economist,False,Jan Hatzius,1933757404,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,False,0.9,0.81,187.5302
worsen,recession,6,other,True,,1933757579,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-03,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,other,False,,1933757579,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-03,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,,1933757579,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-03,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
improve,expansion,6,quoted_banker_or_economist,True,Hewlett-Packard,1933757581,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,False,0.7,0.48999999999999994,221.9536
worsen,recession,6,reported_survey,True,,1933757581,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,editorial,True,,1933757581,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,other,False,James Freydberg,1933757587,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Roche Schulfer,1933757587,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,24,quoted_banker_or_economist,False,Roche Schulfer,1933757587,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2010-11,expansion,False,0.9,0.81,221.9536
improve,expansion,6,quoted_banker_or_economist,False,Carole Shorenstein Hays,1933757587,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
improve,expansion,6,other,True,,1933757587,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-19,,2008-11,2009-05,recession,False,0.7,0.48999999999999994,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Alan Brown,1933757595,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
improve,expansion,6,quoted_banker_or_economist,False,Ron Muhlenkamp,1933757595,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,False,0.9,0.81,187.5302
improve,expansion,6,quoted_banker_or_economist,True,Ron Muhlenkamp,1933757595,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,False,0.7,0.48999999999999994,187.5302
stable,recession,6,other,False,,1933757595,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-06,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,True,,1933759269,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,other,False,,1933759269,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Geoffrey Dicks,1933759269,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,True,Richard Doherty,1933760221,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,editorial,False,,1933760221,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,editorial,False,,1933760221,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,True,,1933760221,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-29,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,other,False,,1933763370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-05,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,reported_survey,False,,1933763370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-05,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,quoted_banker_or_economist,False,,1933763370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-05,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
stable,recession,6,government_official,False,,1933763370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-05,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,reported_survey,True,,1933763370,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-05,,2008-09,2009-03,recession,True,0.7,0.09000000000000002,275.0569
worsen,recession,6,quoted_banker_or_economist,True,Larry Lucchino,1933763628,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-17,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,quoted_banker_or_economist,False,,1933763631,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-02,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Allen Sinai,1933763724,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-02,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,True,,1933763772,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-02,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,True,,1933763772,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-02,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,True,,1933763772,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-02,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
improve,expansion,6,quoted_banker_or_economist,False,Lawrence Summers,1933763949,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-24,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Jared Bernstein,1933763949,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-24,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
improve,expansion,6,other,True,,1933763949,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-24,,2008-11,2009-05,recession,False,0.7,0.48999999999999994,221.9536
worsen,recession,1,quoted_banker_or_economist,False,,1933763964,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-17,,2008-11,2008-12,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,1,quoted_banker_or_economist,False,Hideo Kumano,1933763964,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-17,,2008-11,2008-12,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,True,,1933763964,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-17,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,12,quoted_banker_or_economist,True,,1933763964,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-17,,2008-11,2009-11,expansion,False,0.7,0.48999999999999994,221.9536
stable,recession,6,quoted_banker_or_economist,False,,1933763964,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-17,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,reported_survey,False,European Commission,1933764375,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-18,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,other,False,,1933764375,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-18,,2008-09,2009-03,recession,True,0.9,0.009999999999999995,275.0569
worsen,recession,6,government_official,True,Aleksei Kudrin,1933764375,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-18,,2008-09,2009-03,recession,True,0.7,0.09000000000000002,275.0569
worsen,recession,6,government_official,True,Hector Sants,1933764375,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-18,,2008-09,2009-03,recession,True,0.7,0.09000000000000002,275.0569
worsen,recession,6,politician,False,Sheldon Silver,1933764893,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,government_official,False,David Paterson,1933764893,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Ken Holland,1933764937,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Patrick LaForge,1933764937,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,government_official,False,Bill Daly,1933764937,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Karen Murrell,1933764958,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-13,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,reported_survey,True,,1933764958,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-13,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,True,,1933764958,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-13,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Brian Gendreau,1933765043,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-17,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,editorial,True,,1933765200,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,quoted_banker_or_economist,False,World Bank,1933765200,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Edward J. Pinto,1933765233,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Howard Glaser,1933765233,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Jim Fagan,1933765290,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Howard E. Greenberg,1933765290,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
stable,recession,6,quoted_banker_or_economist,False,Robert Weisz,1933765290,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,True,,1933765290,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,False,Warren E. Buffett,1933765463,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-17,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933765463,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-17,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,False,,1933765463,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-17,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,government_official,False,senior American official,1933765464,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
improve,expansion,6,politician,False,Barack Obama,1933765464,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
worsen,recession,6,reported_survey,False,,1933765586,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-22,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,government_official,True,,1933765586,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-22,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,12,quoted_banker_or_economist,False,World Bank,1933765758,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-12,expansion,False,0.9,0.81,187.5302
worsen,recession,6,other,True,,1933765758,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Justin Lin,1933765758,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,government_official,False,World Bank,1933765771,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,12,other,True,,1933765771,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-12,expansion,False,0.7,0.48999999999999994,187.5302
worsen,recession,6,other,True,,1933765771,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-10,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,editorial,True,,1933765779,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-05,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,politician,True,Michael R. Bloomberg,1933765780,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,other,False,,1933765780,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
improve,expansion,4,quoted_banker_or_economist,False,Henry Kaufman,1933765886,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-09-19,,2008-09,2009-01,recession,False,0.9,0.81,275.0569
worsen,recession,6,reported_survey,False,,1933765895,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-17,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
improve,expansion,6,other,True,,1933765895,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-17,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,editorial,False,,1933765908,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-20,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,editorial,False,,1933765908,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-20,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,politician,True,Mayor Michael R. Bloomberg,1933765965,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-05,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,politician,True,Mayor Michael R. Bloomberg,1933765965,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-05,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,quoted_banker_or_economist,True,,1933765993,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-20,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
improve,expansion,12,quoted_banker_or_economist,True,Paul Krugman,1933766072,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-22,,2008-12,2009-12,expansion,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Paul Krugman,1933766072,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-22,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,quoted_banker_or_economist,True,Paul Krugman,1933766072,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-22,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,reported_survey,False,,1933766451,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-29,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,False,Joshua Shapiro,1933766451,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-29,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,other,True,,1933766451,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-29,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,other,False,,1933766451,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-29,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,True,,1933766463,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,other,False,,1933766479,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.9,0.009999999999999995,297.1825
worsen,recession,6,quoted_banker_or_economist,True,"Michael J. Stengel, vice president of Marriott Hotels",1933766479,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,"Jonathan Tisch, chairman of Loews Hotels",1933766479,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,other,True,"Michael J. Stengel, vice president of Marriott Hotels",1933766479,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,government_official,True,"Joseph Spinnato, president of the hotel association",1933766479,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,,1933766481,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-20,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,editorial,True,,1933766484,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,other,True,,1933766484,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-18,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
improve,expansion,6,editorial,False,,1933766523,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
worsen,recession,6,other,True,Nokia,1933766523,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,other,False,Nokia,1933766523,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,editorial,False,,1933766523,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-15,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Larry Summers,1933767407,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Larry Summers,1933767407,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,6,quoted_banker_or_economist,False,Larry Summers,1933767407,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,depression,6,government_official,False,,1933767446,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-05,recession,False,0.9,0.81,221.9536
worsen,recession,6,quoted_banker_or_economist,True,Laurence H. Meyer,1933767446,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-05,recession,True,0.7,0.09000000000000002,221.9536
worsen,recession,6,reported_survey,False,,1933767446,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-05,recession,True,0.9,0.009999999999999995,221.9536
worsen,recession,12,quoted_banker_or_economist,True,Laurence H. Meyer,1933767446,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-11-26,,2008-11,2009-11,expansion,False,0.7,0.48999999999999994,221.9536
improve,expansion,6,quoted_banker_or_economist,True,Tom Kloza,1933767517,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-30,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
improve,expansion,6,quoted_banker_or_economist,True,Michael McNamara,1933767517,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-30,,2008-10,2009-04,recession,False,0.7,0.48999999999999994,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Ms. Baum,1933767591,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-30,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,Ms. Baum,1933767591,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-10-30,,2008-10,2009-04,recession,True,0.7,0.09000000000000002,297.1825
worsen,recession,6,quoted_banker_or_economist,True,John Casesa,1933768176,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-24,,2008-12,2009-06,recession,True,0.7,0.09000000000000002,187.5302
worsen,recession,6,other,False,,1933768176,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-24,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,Patti Homan,1933768176,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-24,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,Woody Bevans,1933768176,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-24,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,other,False,,1933768176,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-24,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
worsen,recession,6,reported_survey,False,,1933768176,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-24,,2008-12,2009-06,recession,True,0.9,0.009999999999999995,187.5302
improve,expansion,6,quoted_banker_or_economist,False,Boediono,1933768205,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-23,,2008-12,2009-06,recession,False,0.9,0.81,187.5302
improve,expansion,6,quoted_banker_or_economist,False,Boediono,1933768205,proquest,economy,gfc_2008,crisis,,New York Times (2008-),,2008-12-23,,2008-12,2009-06,recession,False,0.9,0.81,187.5302
