claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name
930,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-12-29,return of prosperity,http://www.loc.gov/resource/sn83045293/1930-12-29/ed-1/?sp=8,"\u2014dear dear\u2014 HIT BY TRAIN; ISCRITICAL Rufus Rarely, Jr., former in mate of the Barely mansion, well known point of interest, declared m today that the solution of the u n e Deployment problem will come the return of prosperity.",yes,employment,improve,na,down,vague,assertive,expert,"Rufus Rarely, Jr."
931,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-27,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-10-27/ed-1/?sp=3,"Morrow, warmly commending Presi dent Hoover, holds that the courage of the people will constitute the major contribution to the return of prosperity.",yes,general_business,improve,na,na,vague,assertive,expert,Morrow
932,1929 Crash,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1930-10-21,return of prosperity,http://www.loc.gov/resource/sn82014519/1930-10-21/ed-1/?sp=6,More are to be built next spring; the weight of governmental encour agement is in the process.,yes,general_business,improve,na,na,6,assertive,official,na
933,1929 Crash,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1930-10-21,return of prosperity,http://www.loc.gov/resource/sn82014519/1930-10-21/ed-1/?sp=6,And we are told that when the construction of homes is revived on a large scale it will mean a return of prosperity.,no,general_business,unclear,na,na,vague,hedged,unclear,na
934,1929 Crash,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1930-10-21,return of prosperity,http://www.loc.gov/resource/sn82014519/1930-10-21/ed-1/?sp=6,Facts and Fancies By Robert Quillen The hard part will be to unify the united hates of Europe.,no,other,unclear,na,na,vague,hedged,journalist,Robert Quillen
935,1929 Crash,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1930-05-15,return of prosperity,http://www.loc.gov/resource/sn91068695/1930-05-15/ed-1/?sp=6,"That is to say, there are orders on hand for goods that will require three and one-half months to manufacture.",no,other,unclear,na,na,vague,unclear,unclear,na
936,1929 Crash,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1930-05-15,return of prosperity,http://www.loc.gov/resource/sn91068695/1930-05-15/ed-1/?sp=6,Thirty-nine farmers in Cleveland county have entered the corn grow ing contest Reports on the progress of this work will be made each month to County Agent R.,no,other,unclear,na,na,vague,hedged,unclear,na
937,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-11-06,return of prosperity,http://www.loc.gov/resource/sn83045293/1930-11-06/ed-1/?sp=5,"Staff Correspondent The Federated Press WASHINGTON Only a super human effort by the few organized radicals and humanitarians and by the masses of organized labor will bring the outgoing congress, at its session this winter, seriously to face the emergency created by a year of nationwide unemployment.",no,employment,unclear,na,na,vague,hedged,journalist,na
938,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-23/ed-1/?sp=1,"Illinois and Ohio, are Inclined to feel that if the party raises the dry standard it will lose States it needs for victory.",no,other,unclear,na,na,vague,hedged,unclear,na
939,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-23,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-23/ed-1/?sp=1,And still others see stark de feat ahead if the Republicans come out for any kind of modification.,no,other,unclear,na,na,vague,hedged,unclear,na
940,1929 Crash,crisis,"watauga democrat (boone, watauga county, n.c.) 1888-current",north carolina,1930-11-06,return of prosperity,http://www.loc.gov/resource/sn82007642/1930-11-06/ed-1/?sp=4,It means going ahead with the purchases you would like to make but have been hesitat ing about making.,no,other,unclear,na,na,vague,unclear,unclear,na
941,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-08-01,return of prosperity,http://www.loc.gov/resource/sn87055779/1930-08-01/ed-1/?sp=2,A new and retaliatory Canadian tariff system will not help American products In that competition.,yes,general_business,worsen,na,na,vague,assertive,unclear,na
942,1929 Crash,crisis,"the daily worker (chicago, ill.;new york, n.y.) 1924-1958",new york; illinois,1930-10-14,return of prosperity,http://www.loc.gov/resource/sn84020097/1930-10-14/ed-1/?sp=1,"There they say: \u201cProphets of the present \u201cnew era\u201d (as opposed to the \u201cGolden Age\"" advocates before last year\u2019s market crash\u2014Ed.) foresee an extended period when prices will steadily decline, wages will be cut and the American working man will be forced to content himself with much less of the good things of life.\u201d This development again shows very clearly the lying character of the politicians\u2019 promises about \u201can early return of prosperity.",yes,prices,worsen,down,up,vague,assertive,expert,na
943,1929 Crash,crisis,"the daily worker (chicago, ill.;new york, n.y.) 1924-1958",new york; illinois,1930-10-14,return of prosperity,http://www.loc.gov/resource/sn84020097/1930-10-14/ed-1/?sp=1,They will let the politicians of the three capitalist parties talk about high standards of living and any other bunk by which they can secure votes.,no,other,unclear,na,na,vague,unclear,unclear,na
944,1929 Crash,crisis,"the daily worker (chicago, ill.;new york, n.y.) 1924-1958",new york; illinois,1930-09-25,return of prosperity,http://www.loc.gov/resource/sn84020097/1930-09-25/ed-1/?sp=1,The bosses are afraid of what might happen with the coming of cold weather.,no,other,unclear,na,na,vague,hedged,unclear,na
945,1929 Crash,crisis,"brownsville herald (brownsville, tex.) 1910-current",texas,1930-07-19,return of prosperity,http://www.loc.gov/resource/sn86063730/1930-07-19/ed-1/?sp=3,They will be telling It until j the return of prosperity\u2014Prosperity spelled with a capital P.,yes,general_business,improve,na,na,vague,assertive,unclear,na
946,1929 Crash,crisis,"brownsville herald (brownsville, tex.) 1910-current",texas,1930-07-19,return of prosperity,http://www.loc.gov/resource/sn86063730/1930-07-19/ed-1/?sp=3,And then a majority of the suckers will bite again.,no,other,unclear,na,na,vague,unclear,unclear,na
947,1929 Crash,crisis,"brownsville herald (brownsville, tex.) 1910-current",texas,1930-10-24,return of prosperity,http://www.loc.gov/resource/sn86063730/1930-10-24/ed-1/?sp=6,It is a political issue in many American commonwealths and it will remain a political isiue for years and years to come.,no,other,unclear,na,na,vague,assertive,unclear,na
948,1929 Crash,crisis,"brownsville herald (brownsville, tex.) 1910-current",texas,1930-10-24,return of prosperity,http://www.loc.gov/resource/sn86063730/1930-10-24/ed-2/?sp=6,It is a political issue in many American commonwealths and it will remain a political issue for years and years to come.,no,other,unclear,na,na,vague,assertive,unclear,na
949,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-12-23,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-12-23/ed-1/?sp=21,"115 116 Swen and Fink 4 10 Vacuum OH ........i....., 54% 55% TA\u00ab National Daily BAIL PLANS SEEN AS PROSPERITY RETURNAID Heads of Railroads Predict Proposed Merger of Four Lines Will Boom Industry By W.",yes,general_business,improve,na,na,vague,assertive,expert,W.
950,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-12-23,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-12-23/ed-1/?sp=21,"Consolidation of important East ern American railroads into four major trunk lines will, in all probability, constitute one of the prominent factors in the return of prosperity to the transporta tion industry.",yes,general_business,improve,na,na,vague,hedged,unclear,na
951,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-06-09,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-06-09/ed-1/?sp=22,Young Church will be the saxa phone soloist this evening.,no,other,unclear,na,na,vague,hedged,unclear,na
952,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-06-09,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-06-09/ed-1/?sp=22,"\u201cLanterns That Will Signal the Return of Prosperity\u201d is the sub ject of the first of a series of talks by Merryle Stanley Rukey ser, contributing editor of the Industrial Digest and recognized authority on financial matters, whose columns are a daily fea ture of The Washington Herald.",no,other,unclear,na,na,vague,unclear,unclear,na
953,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-06-09,return of prosperity,http://www.loc.gov/resource/sn84026749/1930-06-09/ed-1/?sp=22,Rukeyser\u2019s inaugurating talk will be broadcast this evening at 7:15 o\u2019clock over the Columbia System.,no,other,unclear,na,na,vague,hedged,unclear,na
954,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-11,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-11/ed-1/?sp=4,"Lawrence said, in part: \u201cThe simple answer might be that both political parties are equally in terested in developing for this coun try a return of prosperity, and hence that nothing will be done to injure 'legitimate' Industry.",yes,general_business,improve,na,na,vague,hedged,expert,Lawrence
955,1929 Crash,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1930-10-28,return of prosperity,http://www.loc.gov/resource/sn82014519/1930-10-28/ed-1/?sp=5,"Morrow, warmly commending President Hoover, holds that the courage and fortitude of the people will constitute the major contribu tion to the return of prosperity.",yes,general_business,improve,na,na,vague,hedged,expert,Morrow
956,1929 Crash,crisis,"nogales international (nogales, ariz.) 1926-1979",arizona,1930-12-30,return of prosperity,http://www.loc.gov/resource/sn96060774/1930-12-30/ed-1/?sp=2,"-o\u2014o\u2014o\u2014 Returning Announcement made Friday that the Southern Pacific railroad in January will place all shop workers in the company\u2019s locomotive and car departments now working on a part time basis back on a full time schedule, is a further indication that the new year will bring a return of good times.",yes,general_business,improve,na,na,vague,assertive,journalist,na
957,1929 Crash,crisis,"nogales international (nogales, ariz.) 1926-1979",arizona,1930-12-30,return of prosperity,http://www.loc.gov/resource/sn96060774/1930-12-30/ed-1/?sp=2,There are many other signs that the new year will see a return of prosperity and that throughout the United States business conditions will gradually improve.,yes,general_business,improve,na,na,vague,assertive,unclear,na
958,1929 Crash,crisis,"the ronan pioneer (ronan, mont.) 1910-1970",montana,1930-12-25,return of prosperity,http://www.loc.gov/resource/sn86075298/1930-12-25/ed-1/?sp=7,Did we not then think that the end of the world was coming?,no,other,unclear,na,na,vague,unclear,unclear,na
959,1929 Crash,crisis,"imperial valley press (el centro, calif.) 1907-current",california,1930-10-31,return of prosperity,http://www.loc.gov/resource/sn92070146/1930-10-31/ed-1/?sp=6,"The Republican radio campaign, carried on last liigbt in a spec, h bv beerelaiy of War Hurley', will lie continued tonight with a speech b\\ Senator .lames Watson of Indiana, lb publii an floor irnder.",no,other,unclear,na,na,vague,hedged,unclear,na
960,1929 Crash,crisis,"the sauk centre herald (sauk centre, stearns county, minn.) 1886-current",minnesota,1930-12-25,return of prosperity,http://www.loc.gov/resource/sn89064489/1930-12-25/ed-1/?sp=2,Did we not then think that the end of the world was coming?,no,other,unclear,na,na,vague,unclear,unclear,na
961,1929 Crash,crisis,"la sentinella = the sentinel (bridgeport, conn.) 191?-1948",connecticut,1930-11-22,return of prosperity,http://www.loc.gov/resource/sn84020351/1930-11-22/ed-1/?sp=1,"By having needed work done now great savings are possible, besides the employment of surplus labor will aid in hasting the' return of prosperity.",yes,general_business,improve,na,na,vague,hedged,unclear,na
962,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-12-02/ed-1/?sp=2,\u201cIn the meantime I desire to state that having nothing whatever to con ceal I fully court whatever further in vestigation Senator Nye cares to make and will co-operate with him and the committee.\u201d The Secretary\u2019s resignation was made effective today.,no,other,unclear,na,na,vague,unclear,official,na
963,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-12-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-12-02/ed-1/?sp=2,"Davis \""for the manner in which you have conducted the Department of Labor for a period i of nearly 10 years.\u201d Predicts Return of Prosperity.",yes,general_business,improve,na,na,vague,assertive,official,Davis
964,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-05-25,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-05-25/ed-1/?sp=69,"secondly, Canada\u2019s return of prosperity will be delayed until greater business activity returns to the United States.",yes,general_business,improve,na,na,vague,assertive,unclear,na
965,1929 Crash,crisis,"the independent (elizabeth city, n.c.) 1908-1936",north carolina,1930-12-26,return of prosperity,http://www.loc.gov/resource/sn83025812/1930-12-26/ed-1/?sp=4,Did we not then think that the end of the world was coming?,no,other,unclear,na,na,vague,unclear,unclear,na
966,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-09-11,return of prosperity,http://www.loc.gov/resource/sn83045293/1930-09-11/ed-1/?sp=1,"\u201cThat will do more to bring about the return of prosperity and jobs for the jobless than any thing else.\u201d REAL ESTATE BODY GRANTS TEXAS SALES MADlSON\u2014Reversing its previ ous stand which the Wisconsin su preme court refused to uphold, the Wisconsin Real Estate Brokers\u2019 board Thursday approved the appli cation of the Progreso Development Co., Houston, to sell Hidalgo county, Texas, citrus fruit lands in Wiscon sin.",yes,general_business,improve,na,down,vague,assertive,unclear,na
967,1929 Crash,crisis,"watauga democrat (boone, watauga county, n.c.) 1888-current",north carolina,1930-11-13,return of prosperity,http://www.loc.gov/resource/sn82007642/1930-11-13/ed-1/?sp=8,House probably will not be deter mined until the closely divided mem bership meets a year hence.,no,other,unclear,na,na,vague,hedged,unclear,na
968,1929 Crash,crisis,"the carbon county news (red lodge, mont.) 1924-1931",montana,1930-08-14,return of prosperity,http://www.loc.gov/resource/sn84036285/1930-08-14/ed-1/?sp=4,"--o President Nicholas Murray Butler of Columbia University asks the American people to consider tol erantly the noble experiment in Russia, but it is doubtful if they will do it although the first thing the \""bolsheviks did was to kill most of the college profes sors, and muzzle the rest.",no,other,unclear,na,na,vague,hedged,expert,Nicholas Murray Butler
969,1929 Crash,crisis,"the carbon county news (red lodge, mont.) 1924-1931",montana,1930-08-14,return of prosperity,http://www.loc.gov/resource/sn84036285/1930-08-14/ed-1/?sp=4,"He said, addressing a meeting in New York of representatives of the garment trade: For as sure as fate the chimneys will be smok and the crops will be good and will bring good ces in 1932 and Hoover will be re-elected.",yes,general_business,improve,na,na,vague,assertive,expert,na
970,1929 Crash,crisis,"the tri-county news (grand rapids, ohio) 1915-1949",ohio,1930-04-25,return of prosperity,http://www.loc.gov/resource/sn89075140/1930-04-25/ed-1/?sp=4,"The state shows how ii can be done by employing many more workers\u2014at the expense of the already over burdened taxpayers Unfortunately, the man out of a job, and who is wondering how he can get enough money to pay the taxes on his little home, will not wax very enthusias tic over this kind of prosperity.",yes,employment,improve,na,down,vague,assertive,journalist,na
971,1929 Crash,crisis,"douglas daily dispatch (douglas, ariz.) 1903-1961",arizona,1930-11-01,return of prosperity,http://www.loc.gov/resource/sn84020064/1930-11-01/ed-1/?sp=3,Hunt will have no more to do with the return of prosperity than he will have with the state of wcather-rthc pro&per catch phrase has proved to be Ofily a bubble which has bursted.\u201d \u201cMr.,no,general_business,unclear,na,na,vague,hedged,unclear,na
972,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-02/ed-1/?sp=41,"It will probably enable Germany to make at least one more payment under, the Young plan, completing the year.",yes,general_business,improve,na,na,vague,hedged,unclear,na
973,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-02/ed-1/?sp=41,"Unemployment, now at unprecedented levels, will increase, suf fering is bound to be general, and un rest is inevitable.",yes,employment,worsen,na,up,vague,assertive,unclear,na
974,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-02,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-02/ed-1/?sp=41,"Some time during the Winter, then, Bruening will have to apply abroad for relief, and his survival at home will be predicated upon suc cess in this appeal.",yes,general_business,improve,na,na,vague,assertive,journalist,na
975,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-16,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-16/ed-1/?sp=2,The develojunent of theee inland waterways was advocated by the President to on address at Louis ville a year ago and I believe the Nation at large will welcotne such a program.,no,other,unclear,na,na,vague,hedged,unclear,na
976,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-16,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-16/ed-1/?sp=2,"When these maladjustments have been corrected by constructive legisla tion and if we continue to keep free from political entanglements with for eign countries aa was Indicated by Pres ident Hoover to his Armistice day ad dress when he said, \""The security of our geographic situation, our traditional freedom from entanglements to the in volved diplomacy of Europe and our disinterestedness enabled us to give a different and to many ways a more effective service to peace,\u201d we shall have a return of prosperity, continued peace and a healthy growth of our national m.",yes,general_business,improve,na,na,vague,hedged,unclear,na
977,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-16,return of prosperity,http://www.loc.gov/resource/sn83045462/1930-11-16/ed-1/?sp=2,"Poland's 15,006,000 voters tomorrow will choose 444 members for the Sejm, or Parliament.",no,other,unclear,na,na,vague,assertive,unclear,na
978,1929 Crash,crisis,"the mahnomen pioneer (mahnomen, minn.) 1910-current",minnesota,1930-09-05,return of prosperity,http://www.loc.gov/resource/sn83016586/1930-09-05/ed-1/?sp=1,Denies Prosperity Talk A few days ago a Pittsburgh news paper correspondent telegraphed the world and the newspapers thereof a very optimistic statement alleged to have been made by An drew Mellon in which he predicted the speedy return of prosperity.,yes,general_business,improve,na,na,vague,assertive,official,Andrew Mellon
979,1929 Crash,crisis,"douglas daily dispatch (douglas, ariz.) 1903-1961",arizona,1930-11-09,return of prosperity,http://www.loc.gov/resource/sn84020064/1930-11-09/ed-1/?sp=1,"Republicans and democrats both were determined to fight H out to the last vote in the last precincts and it was ob vious tonight the actual con trolling party of the next sen ate and house probably will not be determined until the close- (Continued on Page Eight Rains and Fogs Tie Up Aviation I At Paris Field Two French Aviation Venl tures Cause Worry A| Planes Not Reported LE BOURGET, France, Nov.",no,other,unclear,na,na,vague,hedged,unclear,na
980,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-06-19,return of prosperity,http://www.loc.gov/resource/sn83045293/1930-06-19/ed-1/?sp=16,"Laundries found a cleaning agent that would remove dirt without destroying the fabric, Perhaps in time they will find one that won\u2019t eat off the but tons.",no,other,unclear,na,na,vague,hedged,unclear,na
981,1929 Crash,crisis,"the milwaukee leader (milwaukee, wis.) 1911-1938",wisconsin,1930-08-21,return of prosperity,http://www.loc.gov/resource/sn83045293/1930-08-21/ed-1/?sp=14,"There is to be an Agricultural Land Cultivation corporation to conduct large scale farming and demonstration farms; reorganize marketing on the lines laid down in the agricultural marketing bill, which I shall explain in a mo ment discuss the establishment of WONDERS ot thi WORLD CAVE LIFE.",no,other,unclear,na,na,vague,hedged,unclear,na
982,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-10-11,return of prosperity,http://www.loc.gov/resource/sn87055779/1930-10-11/ed-1/?sp=1,Thompson\u2019s fourth campaign for the mayoralty.\u201d The Tribune said: \u201cThe only competition today\u2019s big show will have is offered by the whale on the old soap factory lot (an embalmed whale on exhibition.) The citizenry* may take its choice.,no,other,unclear,na,na,vague,hedged,journalist,na
983,1929 Crash,crisis,"new britain herald (new britain, conn.) 1890-1976",connecticut,1930-10-16,return of prosperity,http://www.loc.gov/resource/sn82014519/1930-10-16/ed-1/?sp=19,"On motion of Council man Conlon, it was ordered printed without reading and will be acted upon at the November meeting.",no,other,unclear,na,na,vague,hedged,unclear,na
984,1929 Crash,crisis,"south bend news-times (south bend, ind.) 1913-1938",indiana,1930-12-19,return of prosperity,http://www.loc.gov/resource/sn87055779/1930-12-19/ed-1/?sp=13,"Might Reduce Purchasing, \u201cA direct charge on purchases of merchandise, such as will be pro posed at the next meeting of the legislature, would be bound to reduce the purchasing power of the con sumer,\u201d Mr.",yes,general_business,worsen,na,na,vague,assertive,expert,Mr.
985,1929 Crash,crisis,the washington times (washington [d.c.]) 1902-1939,district of columbia,1930-07-31,business revival,http://www.loc.gov/resource/sn84026749/1930-07-31/ed-1/?sp=16,This year the manufacturers themselves are 1 R cleaning house so as to have their own stocks in order for the W I f] anticipated business revival eagerly expected this fall.,yes,general_business,improve,na,na,vague,hedged,unclear,na
986,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-24,business revival,http://www.loc.gov/resource/sn83045462/1930-10-24/ed-1/?sp=4,"She will, first, put her guests at ease and make them feel at home; 1 second, so tactfully but firmly Im print her own personality on any j function In her home that her guests will take what she serves and like it; third, dispense only the hospitality which conforms with the laws of her city and State.",no,other,unclear,na,na,vague,hedged,unclear,na
987,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-24,business revival,http://www.loc.gov/resource/sn83045462/1930-10-24/ed-1/?sp=4,A new slogan will be launched at the convention by Mrs.,no,other,unclear,na,na,vague,hedged,unclear,na
988,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-24,business revival,http://www.loc.gov/resource/sn83045462/1930-10-24/ed-1/?sp=4,"It Is \u201cFill the National Goblet Legitimately.\"" I SCHWAB PREDICTS BUSINESS REVIVAL I 1 Greatest Prosperity Era in Ameri can History Is Ex pected.",yes,general_business,improve,na,na,vague,assertive,expert,Schwab
989,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-24,business revival,http://www.loc.gov/resource/sn83045462/1930-10-24/ed-1/?sp=4,"Schwab told the American Iron and Steel Institute today that when the business revival comes, as come it must, \""it will bring to this country a larger i measure of prosperity than the Amer ican people have ever before known.\u201d He looks forward to 1932 as \u201canother record year.\u201d He said the \u201clevel-headed way In which business In general has weathered the current recession is most assuring, i and shows that the underlying founda tions of Its structure are sound.",yes,general_business,improve,na,na,vague,assertive,expert,Schwab
990,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-05,business revival,http://www.loc.gov/resource/sn83045462/1930-10-05/ed-1/?sp=36,"Our foreign trade shows, signs of improving, wholesale^ prices are more stable, retail prices 'are down nearer the point where workers can buy, the outlook for employment is better and that means increased workers\u2019 buy ing power.",yes,general_business,improve,down,down,vague,assertive,journalist,na
991,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-10-05,business revival,http://www.loc.gov/resource/sn83045462/1930-10-05/ed-1/?sp=36,Opportunity is here for those who are ready to make the best of it\u201d Green asserted that the course of business in the \u201ccoming four weeks will determine the prospects for next Win ter\u201d and that \u201cif we want to avoid a Winter like last year we must plan for it now by using every intelligent means of promoting business revival.\u201d CHILLUMHEIGHTS ELECTIONS HELD Thomas W.,no,general_business,unclear,na,na,vague,hedged,expert,Green
992,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-04-13,business revival,http://www.loc.gov/resource/sn83045462/1930-04-13/ed-1/?sp=73,"Its present condition is by no means pronouncedly uncomfortable, but it will not bear further aggravation without danger.",yes,general_business,worsen,na,na,vague,hedged,journalist,na
993,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-04-13,business revival,http://www.loc.gov/resource/sn83045462/1930-04-13/ed-1/?sp=73,"This feature of the situa tion is constructive as relates to certain individual enterprises in that it means further heavy outlays for equipment over, the next several months will not be Accessary.",yes,general_business,worsen,na,na,6,assertive,journalist,na
994,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-13,business revival,http://www.loc.gov/resource/sn83045462/1930-07-13/ed-1/?sp=57,It will be recalled that busi ness men were as optimistic last Sum mer as this Summer they are pessi mistic.,no,general_business,unclear,na,na,vague,unclear,unclear,na
995,1929 Crash,crisis,"brownsville herald (brownsville, tex.) 1910-current",texas,1930-11-29,business revival,http://www.loc.gov/resource/sn86063730/1930-11-29/ed-1/?sp=3,"You will then find that you can forget all about that, too.'* Do you get It?",no,other,unclear,na,na,vague,unclear,unclear,na
996,1929 Crash,crisis,"nogales international (nogales, ariz.) 1926-1979",arizona,1930-11-07,business revival,http://www.loc.gov/resource/sn96060774/1930-11-07/ed-1/?sp=1,888 Department Store Holiday gift goods will be at tractively featured at the 888 De partment Store.,no,other,unclear,na,na,vague,hedged,unclear,na
997,1929 Crash,crisis,"nogales international (nogales, ariz.) 1926-1979",arizona,1930-11-07,business revival,http://www.loc.gov/resource/sn96060774/1930-11-07/ed-1/?sp=1,Suitable Christmas gifts for every member of the family will be artistically displayed and visitors can easily make up their BUILDING ACTIVITY IN NOGALES ANOTHER SIGN BUSINESS GAIN An important factor in business revival is building construction and the building projects now under way in Nogales and those planned indi cate that this branch of business is holding up exceedingly well.,yes,general_business,improve,na,na,vague,assertive,journalist,na
998,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-07,business revival,http://www.loc.gov/resource/sn83045462/1930-11-07/ed-1/?sp=34,"KLEIN IS OPTIMISTIC 1 r 11 \u25a0ays law t Averages Show Trade Will Revive Vast Month, ISTANBUL, Turkey, November t UP).",yes,general_business,improve,na,na,6,assertive,expert,Klein
999,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-07,business revival,http://www.loc.gov/resource/sn83045462/1930-11-07/ed-1/?sp=34,"\u2014Julius Klein, Assistant Secretary of Commerce for the United States, looks for an American business revival begin ning next month, he told the American Chamber of Commerce at a in his honor here yesterday.",yes,general_business,improve,na,na,vague,hedged,official,Julius Klein
1000,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-11-07,business revival,http://www.loc.gov/resource/sn83045462/1930-11-07/ed-1/?sp=34,"\u201cIf the law of averages work,\"" he \u2022aid, \""the business crisis should show sign* of disappearing next month.",yes,general_business,improve,na,na,vague,hedged,expert,na
1001,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-31,business revival,http://www.loc.gov/resource/sn83045462/1930-07-31/ed-1/?sp=24,"The bureau begins work next month on both projects, co-operating with I Alabama Polytechnic Institute for tex o Because of Lowered Prices\u2014-This Year Our Greatest a <xha n s weep sale y r I year Clean Sweep means more than a clearance of our own stocks.",no,other,unclear,na,na,vague,hedged,unclear,na
1002,1929 Crash,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1930-07-31,business revival,http://www.loc.gov/resource/sn83045462/1930-07-31/ed-1/?sp=24,This year the manufacturers themselves are cleaning house so as to have their own stocks in order for the anticipated business revival eagerly expected this Fall.,yes,general_business,improve,na,na,vague,hedged,unclear,na
1003,1929 Crash,crisis,"the carbon county news (red lodge, mont.) 1924-1931",montana,1930-09-18,business revival,http://www.loc.gov/resource/sn84036285/1930-09-18/ed-1/?sp=4,The sched j nies in the new tariff law give the pottery industry some relief and it is encouraging to note the predict ions of the heads of the industry that operations will be resumed in these American plants in the near fu 1 ture.,yes,employment,improve,na,down,vague,assertive,expert,na
1004,1929 Crash,crisis,"the carbon county news (red lodge, mont.) 1924-1931",montana,1930-09-18,business revival,http://www.loc.gov/resource/sn84036285/1930-09-18/ed-1/?sp=4,"For this reason surplus stocks of goods have been gradually been cut down until now, it is predicted that any sort of a stimulated demand will be a signal for considerably stimulated production.",yes,general_business,improve,na,na,vague,hedged,unclear,na
1005,1929 Crash,crisis,"the carbon county news (red lodge, mont.) 1924-1931",montana,1930-09-18,business revival,http://www.loc.gov/resource/sn84036285/1930-09-18/ed-1/?sp=4,It is on this fact that more optimistic prophets are predicting a real business revival this fall.,yes,general_business,improve,na,na,vague,hedged,expert,na
