claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,topic,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,direction,is_prediction,months,predicted_label,realized_label,basis,hit,brier
605,1945 Reconversion,crisis,"the waterbury democrat (waterbury, conn.) 1917-1946",connecticut,1946-03-23,business outlook,http://www.loc.gov/resource/sn82014085/1946-03-23/ed-1/?sp=12,"New England Facing Excellent Prospects Blackall Claims Region\u2019s Business Outlook Brightest in Years: High Production Peaks Seen Providence, R.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
606,1945 Reconversion,crisis,"the waterbury democrat (waterbury, conn.) 1917-1946",connecticut,1946-03-23,business outlook,http://www.loc.gov/resource/sn82014085/1946-03-23/ed-1/?sp=12,"I., March 33\u2014(UP) \u2014New England Is facing Us bright est business outlook In years, ac cording to President Frederick S, Blackall, Jr\u201e of the New England Council who said today that the re gion's industries should soon enjoy high production peaks.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
608,1945 Reconversion,crisis,"the nome nugget (nome, alaska) 1938-current",alaska,1946-01-02,business outlook,http://www.loc.gov/resource/sn84020662/1946-01-02/ed-1/?sp=2,"With the majority taking this view, there can be little doubt that there is a bright year ahead for our community.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
638,1945 Reconversion,crisis,"the waterbury democrat (waterbury, conn.) 1917-1946",connecticut,1945-08-20,business outlook,http://www.loc.gov/resource/sn82014085/1945-08-20/ed-1/?sp=9,"\""Neve> thelss, unemployment; will again become a major homefront problem Special Survey In a special report on the post V-J day business outlook, the serv ice also predicted: 1.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
643,1945 Reconversion,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1945-08-07,business outlook,http://www.loc.gov/resource/sn83045462/1945-08-07/ed-1/?sp=7,"Postwar housing will be one of the brightest business spots, he asserts, people wanting better homes of every type.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
647,1945 Reconversion,crisis,"springfield weekly republican (springfield, mass.) 1851-1946",massachusetts,1945-08-30,business outlook,http://www.loc.gov/resource/sn83020847/1945-08-30/ed-1/?sp=13,"before the first and second J depression, to find a group of men having enough faith u the general business outlook to do what members of the Otis syndicate are proposing.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
652,1945 Reconversion,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1945-10-09,unemployment will,http://www.loc.gov/resource/sn82016181/1945-10-09/ed-1/?sp=17,"{""/service/ndnp/dlc/batch_dlc_bubley_ver02/data/sn82016181/00529040088/1945100901/1313.xml"":{""full_text"":""Unemployment Will Ease by Spring, WPB Swansong Bv CHARLES B.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
653,1945 Reconversion,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1945-10-09,unemployment will,http://www.loc.gov/resource/sn82016181/1945-10-09/ed-1/?sp=17,DEGGES United Press Staff Correspondent Production Chief Krug predicted today that unemployment will decline by spring and that re conversion will be completed by the end of 1916\u2014unless strikes or other disturbing factors interfere.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
654,1945 Reconversion,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1945-10-09,unemployment will,http://www.loc.gov/resource/sn82016181/1945-10-09/ed-1/?sp=17,"Krug\u2019s final report also forecast that the decline in industrial production and national income will be halted early in 1946 with the gross national output levelling off at a rate of around $155,- 000,000,000 a year.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
655,1945 Reconversion,crisis,"the east hartford gazette (east hartford, conn.) 1942-current",connecticut,1945-10-19,unemployment will,http://www.loc.gov/resource/sn85009852/1945-10-19/ed-1/?sp=5,"(although sixty per cent of the unemployed will be relieved within six months, if they want the jobs); Dulieth, Minn.; Seattle, and Spokane, Wash.; San Diego, Cali.; South Bend, Ind.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
656,1945 Reconversion,crisis,"the east hartford gazette (east hartford, conn.) 1942-current",connecticut,1945-10-19,unemployment will,http://www.loc.gov/resource/sn85009852/1945-10-19/ed-1/?sp=5,"(13,000 of the esti mated unemployment will be re lieved in six to eight months and the balance shortly thereafter); Miami, Fla.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
657,1945 Reconversion,crisis,"the east hartford gazette (east hartford, conn.) 1942-current",connecticut,1945-10-19,unemployment will,http://www.loc.gov/resource/sn85009852/1945-10-19/ed-1/?sp=5,(Report says unable to es timate how soon unemployment will be absorbed.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
660,1945 Reconversion,crisis,"the wyandotte news-herald (wyandotte, mich.) 1943-1963",michigan,1945-08-14,unemployment will,http://www.loc.gov/resource/sn97063233/1945-08-14/ed-1/?sp=2,"Most of the unemployment will be temporary, government officials pointed out, with its length depend ing on the rapidity of industry to convert to peacetime production.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
663,1945 Reconversion,crisis,"l'araldo = the herald (cleveland, ohio) 1938-1959",ohio,1945-09-14,unemployment will,http://www.loc.gov/resource/sn83035602/1945-09-14/ed-1/?sp=13,"These sources predict that dur ing the next six or eight weeks the Ohio cities with greatest pro portionate unemployment will be Akron, Sandusky, Toledo, Lima, Dayton, Springfieldand Cincinnati..",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
665,1945 Reconversion,crisis,"the daily bulletin (dayton, ohio) 1942-1946",ohio,1946-04-08,unemployment will,http://www.loc.gov/resource/sn84024221/1946-04-08/ed-1/?sp=1,Widespread unemployment will in evitably bring a decline in the num ber of youth attending institutions of higher education.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
667,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-11-02,unemployment will,http://www.loc.gov/resource/sn78002169/1945-11-02/ed-1/?sp=12,(3) For awhile this can be com pensated for by unemployment in surance and living off one\u2019s war savings; but both of these will some day come to an end and a great deal of unemployment will exist in this country.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
669,1945 Reconversion,crisis,"scandinavian american (seattle, wash.) 1945-1958",washington,1945-09-01,unemployment will,http://www.loc.gov/resource/sn87093436/1945-09-01/ed-1/?sp=8,"unemployment will spread like a prairie fire\u2014then de\ufb02ation, panic, economic ruin.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
670,1945 Reconversion,crisis,"detroit evening times (detroit, mich) 1921-1958",michigan,1945-09-08,unemployment will,http://www.loc.gov/resource/sn88063294/1945-09-08/ed-1/?sp=9,"SURRENDER RIGHTS \u2022\u2019Everybody knows that, If disputes retard the reconversion of plants, unemployment will be worse than many people now I think It wil he.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
672,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1946-04-13,unemployment will,http://www.loc.gov/resource/sn93062828/1946-04-13/ed-1/?sp=7,"In either case, unemployment will result and capital will con centrate.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
674,1945 Reconversion,crisis,"the ypsilanti daily press (ypsilanti, mich.) 1928-1962",michigan,1945-11-02,unemployment will,http://www.loc.gov/resource/sn97063183/1945-11-02/ed-1/?sp=8,(3) For awhile this can be com pensated for by unemployment In ffi \u2018Retm N V THAN 'tfA J YOU EVER THOUGHT DUHKERS CLUB A stiraure and living ofT one's war savings; but both of these will some day come to an end and a great deal of unemployment will exist in this country.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
676,1945 Reconversion,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1946-06-07,unemployment will,http://www.loc.gov/resource/sn83045462/1946-06-07/ed-1/?sp=47,"In its monthly news letter to em ployers, the employment service noted that total unemployment in the Washington area remains \u201cfair ly high\u201d\u2014somewhere between 20, 000 and 25,000\u2014but the rate of ris ing unemployment is \""definitely slackening.\"" The news letter predicted that with the peak of military discharges past, unemployment will decline, be ginning in midsummer.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
678,1945 Reconversion,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1945-10-25,unemployment will,http://www.loc.gov/resource/sn91068695/1945-10-25/ed-1/?sp=2,"Both expect an active rate of re conversion operations by July first, with the '.country entering what may become a boom :j period by the end of 1946.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
679,1945 Reconversion,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1945-10-25,unemployment will,http://www.loc.gov/resource/sn91068695/1945-10-25/ed-1/?sp=2,Both feel that any i widespread unemployment will be temporary 'and should recede rapidly once reconversion jgets into full swing.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
680,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1946-04-19,unemployment will,http://www.loc.gov/resource/sn78002169/1946-04-19/ed-1/?sp=5,"While they are assured homes under the veteran priority regulations, they fear unemployment will follow en forcement of CPA\u2019s policy.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
681,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-12-01,unemployment will,http://www.loc.gov/resource/sn93062828/1945-12-01/ed-1/?sp=2,Urban League for CNS) Unemployment will reach eight million next year is the prediction.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
682,1945 Reconversion,crisis,"summit county labor news (akron, ohio) 1923-1976",ohio,1945-08-10,unemployment will,http://www.loc.gov/resource/sn78003992/1945-08-10/ed-1/?sp=1,"Even if you aren\u2019t, you can never be sure that unemployment will not, force you one day to take a job,at substaiidaird -wafee*i-mtd-4a^awy -ease, your higher wage rates will \""never be secure so long as millions of your fellows arc paid less than a living Wage.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
684,1945 Reconversion,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1945-09-13,unemployment will,http://www.loc.gov/resource/sn91068695/1945-09-13/ed-1/?sp=2,"It has been predicted that unemployment will reach 5,000.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
685,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1946-06-05,unemployment will,http://www.loc.gov/resource/sn78002169/1946-06-05/ed-1/?sp=3,"JOB PLACEMENTS INCREASING HERE Hinkle Predicts Unemploy ment Decline For Im mediate Future Figures released Tuesday by the local United States Employment Service showed a \u201cmarked in crease\u201d in Wilmington employment during May, with 818 persons gaining jobs through USES ac tion.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
686,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1946-06-05,unemployment will,http://www.loc.gov/resource/sn78002169/1946-06-05/ed-1/?sp=3,"Hinkle, \u201cthat unemployment will be on the decline during the next several weeks.\u201d The release revealed that 454 of the May placements were in non agricultural occupations.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
687,1945 Reconversion,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1945-08-31,unemployment will,http://www.loc.gov/resource/sn82016181/1945-08-31/ed-1/?sp=21,"Carey said that \""all Government economists agree that it (the unemployment total) will climb to eight million by or soon after the first of the year.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
688,1945 Reconversion,crisis,"the washington daily news (washington, d.c.) 1921-1972",district of columbia,1945-08-31,unemployment will,http://www.loc.gov/resource/sn82016181/1945-08-31/ed-1/?sp=21,"1 have seen some figures which indicate that in the absence of strong Government programs, unemployment will reach 16 million by mid-1947.\"" By Peter Edson Master minds of the new organization of liberal b.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
689,1945 Reconversion,crisis,"detroit evening times (detroit, mich) 1921-1958",michigan,1945-08-18,unemployment will,http://www.loc.gov/resource/sn88063294/1945-08-18/ed-1/?sp=1,\u201cIt appears now that the greatest unemployment will he during the next three months.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
691,1945 Reconversion,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1945-10-31,unemployment will,http://www.loc.gov/resource/sn83045462/1945-10-31/ed-1/?sp=4,"Unless something is done in this situation, he continued, every line of business will feel the reduced s purchasing power and widespread unemployment will result.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
692,1945 Reconversion,crisis,"detroit evening times (detroit, mich) 1921-1958",michigan,1945-08-21,unemployment will,http://www.loc.gov/resource/sn88063294/1945-08-21/ed-1/?sp=1,Distributed by Intcmttloiitl Bound Pfcotoa (See Other Picture in Pictorial Review.) How Bad Will Unemployment Be?,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
696,1945 Reconversion,crisis,"the skyland post (west jefferson, n.c.) 193?-1988",north carolina,1945-09-13,unemployment will,http://www.loc.gov/resource/sn92073203/1945-09-13/ed-1/?sp=4,"It has been predicted that unemployment will reach 5,000,000 in October, that it may exceed 8,000,000 before Spring.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
697,1945 Reconversion,crisis,"the key west citizen (key west, fla.) 1879-current",florida,1945-12-13,unemployment will,http://www.loc.gov/resource/sn83016244/1945-12-13/ed-1/?sp=2,"SCUTTLE AND RUN It has been estimated that \u201cone billion dollars spent bvjhe government for relief of unemployment will produce approxi mately 500,000 jobs tor one year at \u00a72,000 each.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
699,1945 Reconversion,crisis,"the people's voice (helena, mont.) 1939-1969",montana,1946-04-19,unemployment will,http://www.loc.gov/resource/sn86075189/1946-04-19/ed-1/?sp=4,"Unemployment will reach between 400,000 and 500,000 be fore the year is over.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
700,1945 Reconversion,crisis,"the brooksville sun (brooksville, fla.) 1932-1959",florida,1945-08-31,unemployment will,http://www.loc.gov/resource/sn98026438/1945-08-31/ed-1/?sp=4,"The Rate of Spending Unemployment and the avail ability of goods are the two fac tory which will govern the time in which money is spent on radios, automobiles, and the like.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
701,1945 Reconversion,crisis,"the brooksville sun (brooksville, fla.) 1932-1959",florida,1945-08-31,unemployment will,http://www.loc.gov/resource/sn98026438/1945-08-31/ed-1/?sp=4,Vinson's recent forecasts make it appear that sudden severe unemployment will not be here for some years if at all.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
705,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-08-25,reconversion,http://www.loc.gov/resource/sn93062828/1945-08-25/ed-1/?sp=7,"Unless reconversion is speeded up, unemployment on a large scale will ensue.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
712,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-08-25,reconversion,http://www.loc.gov/resource/sn93062828/1945-08-25/ed-1/?sp=7,and will be able to draw unemploy ment compensation to tide them over the early transition period.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
715,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=7,That will tend to increase civilian sup plies as well as permit better dis tribution.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
718,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-22,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-22/ed-1/?sp=7,"Although Secretary Anderson in dicated that meat rationing was on the way out, possibly matter of months, storage stocks are relatively low, and it is expected that the strong demands for meats will be maintained long enough to absorb the rather heavy movement of cattle and hogs that is anticipated during the fall and early winter months.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
723,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=7,"Following a previous announce ment that the government had abolished packer set-asides on beef, veal and ham supplies for the army and other federal agencies, an early end of rationing was expected with OPA\u2019s revelation that it would re duce meat point values in view of military cutbacks in orders and a prospective heavy fall run of cattle.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
735,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=6,"Although Secretary Anderson in dicated that meat rationing was on the way out, possibly matter of months, storage stocks are relatively low, and it is expected that the strong demands for meats will be maintained long enough to absorb tile rather heavy movement of cattle and hogs that is anticipated during the fall and early winter months, linage conditions have been excel lent, and cattle men report that the ranchers are in a mood to carry larger than normal supplies of range cattle over winter rather than to sell them at substantial discounts now.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
744,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=1,"\""Millions of her citizens face unemployment throughout the coming year.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
749,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=8,"Executive Secretary, on behalf of six national unofficial church social action groups which cooperate through the United Christian Council, warned that \u201cwith out an over-all, completely coordi nated production plan geared to quickest possible reconversion to ci vilian manufacture under government direction and government enforce ment if necessary, we shall be in chaos, with vast numbers of former war workers unemployed for whom no provision has been made.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
757,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,"Following previous announce ment that the government had abolished packer set-asides on beef, veal and ham supplies for the army and other federal agencies, an early end of rationing was expected with OPA's revelation that it would re duce meat point values in view of military cutbacks in orders and a prospective heavy fall run of cattle With the announcement that tire production would be doubled to 4, 000.000 monthly during October, With industry given the go-ahead signal for civilian production, man ufacturers strove for speedy output for the pent-up postwar market.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
763,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,"It is a harsh paradox to witness a nation which has won the greatest military victory in history and accomplished the most prodigi ous production miracle in tiie an nals of man, throw up its hands and predict an army of eight mil lion unemployed by next Spring with tiie government doing nothing about it.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
767,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"But, the Chief Executive empha sized, there are portions of this program where caution and re straint will serve the better part of reconversion.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
779,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,"John Snyder, Reconversion Director, has stated that there will be an im mediate and large dislocation of our economy and that there will be a sharp but temporary unemployment.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
785,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-20,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-20/ed-1/?sp=1,"urged that the Senate revise the Tax proposals of the Houge on the basis of \""TAXATION ACCORDING TO ONES ABILITY TO PAY\u201d which will give relief where it is needed most, increase the Nation's purchasing power, speed up the pace of reconversion and pave the way to FULL EMPLOYMENT and general prosperity during the post war period; while at the same time providing adequate revenue for the Government.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
787,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-30,reconversion,http://www.loc.gov/resource/2010270509/1945-08-30/ed-1/?sp=6,and will be able to draw unemploy ment compensation to tide them over the early transition period.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,worsen,INDPRO,1,0.09000000000000002
794,1948 Recession,crisis,"st. ignatius post (st. ignatius, mont.) 1946-1962",montana,1949-06-02,business outlook,http://www.loc.gov/resource/sn84036106/1949-06-02/ed-1/?sp=4,"STACY INVESTIGATING BUSINESS OUTLOOK AT ARCO Norman Stacy left on Tuesday for Arco, Idaho, to investigate the possibilities of opening a business there, which promises to be a boom town if the government\u2019s atomic energy plant goes into op eration there.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
804,1948 Recession,crisis,"the nome nugget (nome, alaska) 1938-current",alaska,1949-02-18,business outlook,http://www.loc.gov/resource/sn84020662/1949-02-18/ed-1/?sp=4,"Le May) WASHINGTON, (/P\u00bb\u2014President Truman\u2019s confident forecast of continued prosperity brought this reaction today from his Capitol Hill critics: the best way to help the nation\u2019s business is to leave it alone.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,no_change,INDPRO,0,0.48999999999999994
805,1948 Recession,crisis,"the nome nugget (nome, alaska) 1938-current",alaska,1949-02-18,business outlook,http://www.loc.gov/resource/sn84020662/1949-02-18/ed-1/?sp=4,"Truman told his Thursday news conference current price drops are only the leveling-off that everybody has been hoping for, and he spoke confidently of the business outlook.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,no_change,INDPRO,0,0.48999999999999994
809,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-31,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-31/ed-1/?sp=1,All four Democrats agreed with Secretary of the Treasury Snyder\u2019s press conference estimate yester day that the Nation is \u201cunder going healthy readjustment\u201d and the business outlook is for con tinued prosperity.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
810,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-20/ed-1/?sp=52,"Keyserling, vice chair man of the council, recently told the Congressional Joint Commit tee on the Economic Report that the business outlook at that time will be dampened by the decline in Government demand.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
811,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-20/ed-1/?sp=52,"Industry then will not be likely to expand, he said, and added: \u201cExperience indicates, rather, that the delay of adjustment un til that time would result in cur tailment of employment and pro duction, followed by disorderly price breaks and a general eco nomic decline\u2014the spiral of de pression.\u201d The council sees no chance for increasing business investment taking up the slack.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
814,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-02-18,business outlook,http://www.loc.gov/resource/sn83045462/1949-02-18/ed-1/?sp=1,"Truman told his weekly neArs conference that current price drops are only the leveling off that everybody has been hop ing for, and he spoke confidently of the business outlook.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,no_change,INDPRO,0,0.48999999999999994
817,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1948-12-31,business outlook,http://www.loc.gov/resource/sn83045462/1948-12-31/ed-1/?sp=5,It will either confirm the fears of businessmen or it will so greatly reassure them as to improve the business outlook for 1949.,general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,worsen,INDPRO,0,0.48999999999999994
820,1948 Recession,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1949-06-30,business outlook,http://www.loc.gov/resource/sn91068695/1949-06-30/ed-1/?sp=2,"BUSINESS OUTLOOK According to some experts, the current business decline is about half over and, by fall, an upturn in business is expected.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
824,1948 Recession,crisis,"marion progress (marion, n.c.) 1909-19??",north carolina,1949-06-30,business outlook,http://www.loc.gov/resource/sn91068695/1949-06-30/ed-1/?sp=6,"Secre tary of Commerce Charles Sawyer declared that \""by any normal stand ard of historic comparison, our \""business situation is good.\"" Wheth er this situation would coi.tinue, he said, \""will depend entirely as much upon psychological factors as upon material factors.\"" SHE RECOVERS QUICK A woman lay very ill.",general_business,na,na,12,hedged,unclear,na,improve,yes,12,improve,improve,INDPRO,1,0.09000000000000002
834,1948 Recession,crisis,"the daily alaska empire (juneau, alaska) 1926-1964",alaska,1949-06-14,business outlook,http://www.loc.gov/resource/sn83045499/1949-06-14/ed-1/?sp=4,y i BUSINESS JITTERS The sinking spell during recent days of stock market prices coincident with a further drcp in steel output and in grain and other commodity prices brings predictions of worse to come.,general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
838,1948 Recession,crisis,"montgomery county sentinel (rockville, md.) 1855-1974",maryland,1949-06-30,business outlook,http://www.loc.gov/resource/sn83016209/1949-06-30/ed-1/?sp=7,"Business Outlook According to some experts, the current business decline is about half over, and by fall, an upturn in business is expected.",general_business,na,na,12,hedged,unclear,na,worsen,yes,12,worsen,improve,INDPRO,0,0.48999999999999994
