quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
The great backlog of unsatisfied demand assures industry a market for all the goods it can turn out.,markets,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2boccioni_ver01/data/sn83045462/00280604732/1946042001/0151.xml,1946-04-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,worsen,STOCK,0.0,True,,12.0,default
"It appears that a period of sustained prosperity is inevitable, and the stock market has been discounting just such a development during the past few months.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2boccioni_ver01/data/sn83045462/00280604732/1946042001/0151.xml,1946-04-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"VA also quoted predictions that 4,000,000 more jobs will become available by the end of the year and that unemployment will decrease to a minimum.",employment,improve,na,down,12,assertive,official,na,national,True,na,/service/ndnp/dlc/batch_dlc_2boccioni_ver01/data/sn83045462/00280604732/1946042401/0358.xml,1946-04-24,"evening star (washington, d.c.) 1854-1972",full_page,down,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,stated
"The news letter predicted that with the peak of military discharges past, unemployment will decline, be ginning in midsummer.",employment,improve,na,down,6,assertive,official,na,regional,True,peak of military discharges past,/service/ndnp/dlc/batch_dlc_2boccioni_ver01/data/sn83045462/00280604768/1946060701/0182.xml,1946-06-07,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=regional (not US national),,
We do not feel a business slump is in prospect.,general_business,improve,na,na,vague,hedged,expert,Charles H. Kopeland,regional,True,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948072901/0035.xml,1948-07-29,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=regional (not US national),,
"On the basis of the Government forecast traders foresaw the possibility of a substantial increase in carry-over stocks this season and a large volume of cotton In the Government loan, perhaps well in excess of 3,000,000 bales.",markets,unclear,na,na,vague,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,,,,,False,scope=industry (not US national),,
Larger supplies were also expected to curb forward buying of textiles.,markets,worsen,na,na,vague,hedged,expert,na,industry,True,Larger supplies,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
"Steel Scarcity Likely To Get Worse, Despite Record Shipments",general_business,worsen,na,na,vague,hedged,journalist,na,industry,False,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
"Finished steel shipment* probably will break all records in 1948, but the tight supply situation is likely to get tighter, steel magazine reported today.",general_business,worsen,na,na,6,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
High Building Costs Expected to Reduce Capital Expenditure,general_business,worsen,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
"Under the costs, capital expenditures by industry in 1949 are expected to fall, the National Industrial Conference Board reports.",general_business,worsen,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,stated
"unless a wage Increase is forthcoming from negotiations which started June 23 and are to continue until August 19, the glass indflstry faces a walkout of 35,000 workers.",employment,worsen,na,na,6,assertive,official,Harry H. Cook,industry,True,no wage increase,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605025/1948080901/0633.xml,1948-08-09,"evening star (washington, d.c.) 1854-1972",full_page,up,,,,False,scope=industry (not US national),,
"America's
telephone bill has gone up with just
about everything else since the war,
and is due to go up still more.",prices,worsen,up,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605037/1948081501/0143.xml,1948-08-15,"evening star (washington, d.c.) 1854-1972",full_page,up,down,CPI,0.0,True,,12.0,default
"With rate increases for Bell com
panies granted or pending in 43
States, it is expected the list even
tually will be joined by the other
five—Delaware, Nevada, New York,
North Dakota and Pennsylvania.",prices,worsen,up,na,vague,hedged,journalist,na,industry,False,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605037/1948081501/0143.xml,1948-08-15,"evening star (washington, d.c.) 1854-1972",full_page,up,,,,False,scope=industry (not US national),,
"Uruguay expects to harvest twice
as many peanuts this year as in
1947,",other,improve,na,na,vague,hedged,official,na,foreign,True,na,/service/ndnp/dlc/batch_dlc_2feininger_ver01/data/sn83045462/00280605037/1948081501/0143.xml,1948-08-15,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
"some businessmen expect the Truman administration, by radical legislation, involuntarily to create conditions that will bring about a recession",general_business,worsen,na,na,vague,hedged,layperson,na,national,True,radical legislation,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605165/1948120201/0628.xml,1948-12-02,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
Lower Food Costs forecast.,prices,improve,down,na,12,assertive,journalist,na,industry,False,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605207/1948123001/0350.xml,1948-12-30,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=industry (not US national),,
Farms and factories will produce as much food in 1949 as in the record year 1948. and consumers probably will pay less for it.,prices,improve,down,na,12,hedged,expert,John A. Hartford,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605207/1948123001/0350.xml,1948-12-30,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=industry (not US national),,
This means that 1949 will see keener competition for the consumers' food dollar.,general_business,unclear,na,na,12,assertive,expert,John A. Hartford,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605207/1948123001/0350.xml,1948-12-30,"evening star (washington, d.c.) 1854-1972",full_page,,,,,False,scope=industry (not US national),,
It involves the extent to which the election of Mr. Truman caused such a psychological shock to the economic system as to have reduced by many billions of dollars the amount of money that will be spent in 1949 for new' plants and equip ment and general expansion of phys ical facilities.,general_business,worsen,na,na,12,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605207/1948123101/0377.xml,1948-12-31,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,stated
This will show up during 1949 in curtailed employment.,employment,worsen,na,up,12,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605207/1948123101/0377.xml,1948-12-31,"evening star (washington, d.c.) 1854-1972",full_page,up,up,UNRATE,1.0,True,,12.0,stated
Editor Publisher predicts a prosperous 1949 for American newspapers.,general_business,improve,na,na,12,assertive,expert,Editor Publisher,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010201/0080.xml,1949-01-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"In its January 1 issue, the publishers and advertisers’ weekly says advertising linage, barring unex pected^evelopments, should surpass 1948’s record total; circulation will remain at a high level; more newsprint will be available, and new equipment will be easier to get.",general_business,improve,na,na,12,hedged,expert,Editor Publisher,industry,True,barring unex pected^evelopments,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010201/0080.xml,1949-01-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"On the debit side, it said newspaper production costs rose to a new high in 1948 and may go even higher in 1949.",prices,worsen,up,na,12,hedged,expert,Editor Publisher,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010201/0080.xml,1949-01-02,"evening star (washington, d.c.) 1854-1972",full_page,up,,,,False,scope=industry (not US national),,
And 1949 ahould be better.,general_business,improve,na,na,12,hedged,expert,Editor Publisher,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010201/0080.xml,1949-01-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"Financiers looking ahead to 19491 see many readjustments due, but evince little worry over the District’s business outlook because of the stable Government payroll, which makes Washington a most favored city.",general_business,improve,na,na,12,assertive,expert,na,regional,True,stable Government payroll,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010201/0080.xml,1949-01-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=regional (not US national),,
"Top authorities feel a sharp setback can be avoided, and that we have many months ahead of “good times.”",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010201/0080.xml,1949-01-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,flat,INDPRO,0.0,True,,12.0,default
The Bureau of Labor Statistics and the Department of Commerce predict a general drop of 4 to 5 per cent in volume.,general_business,worsen,na,na,12,assertive,official,na,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010901/0445.xml,1949-01-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
A reduction in residential values to about .40 per cent above prewar is predicted in the current issue of the Review of the Society of Residential Appraisers.,prices,worsen,down,na,vague,assertive,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010901/0445.xml,1949-01-09,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=industry (not US national),,
They say business activity is likely to stay at very high levels throughout 1949.,general_business,improve,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2goncharova_ver03/data/sn83045462/00280605244/1949010901/0445.xml,1949-01-09,"evening star (washington, d.c.) 1854-1972",full_page,improve,flat,INDPRO,0.0,True,,12.0,stated
President Truman today received from his economic advisers a report that “business conditions are still very good” and the outlook “promising” as the White House disclosed that Mr. Truman has been holding a series of unpublicized night conferences with business leaders.,general_business,improve,na,na,vague,hedged,official,Leon Keyserling and John D. Clark,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060530A/1949030201/0718.xml,1949-03-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
A production increase —if the market can absorb it— easily could lead to a price slash.,prices,unclear,down,na,12,hedged,journalist,na,industry,False,if the market can absorb it,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060530A/1949030201/0741.xml,1949-03-02,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=industry (not US national),,
So a battle easily could develop this year between these two major car builders—if labor troubles do not handicap one or the other.,general_business,unclear,na,na,12,hedged,journalist,na,industry,False,if labor troubles do not handicap one or the other,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060530A/1949030201/0741.xml,1949-03-02,"evening star (washington, d.c.) 1854-1972",full_page,,,,,False,scope=industry (not US national),,
the business outlook for 1949 is good.,general_business,improve,na,na,vague,assertive,official,na,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060530A/1949030201/0741.xml,1949-03-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"The new ero» may create suite a storage and transports* tion problem when harvested, grain me* said.",markets,worsen,na,na,vague,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060530A/1949030201/0741.xml,1949-03-02,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
Some grain men thought Government buying would shift from wheat to corn.,markets,unclear,na,na,vague,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060530A/1949030201/0741.xml,1949-03-02,"evening star (washington, d.c.) 1854-1972",full_page,,,,,False,scope=industry (not US national),,
"at least 300,000 new workers are needed by industry to increase the national income by 60 per cent under the new five-year plan.",employment,improve,na,down,vague,assertive,official,Matyas Rakosi,foreign,True,under the new five-year plan,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605311/1949030601/0112.xml,1949-03-06,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=foreign (not US national),,
"Unless businessmen or consumers get panicky, the Nation this year should be only slightly less proper ous—and possibly better off—than in 1948",general_business,worsen,na,na,12,hedged,official,Edwin G. Nourse,national,True,Unless businessmen or consumers get panicky,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604926/1949031801/0176.xml,1949-03-18,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
"1949 shoud show a sustained volume of consumer spending and hence employment only very moderately beyow last year, production even higher, and prices adpusted to a better structure and a level somewhat but not seriously below the peaks of 1948.",general_business,worsen,down,up,12,hedged,official,Edwin G. Nourse,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604926/1949031801/0176.xml,1949-03-18,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
The council members and those who support them sec little chance of a serious recession this year.,general_business,improve,na,na,12,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604926/1949032001/0325.xml,1949-03-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
The Nation's top economists have identified the germs which they believe will ultimately cause a major depression if antidotes are not developed in time.,general_business,worsen,na,na,vague,hedged,expert,na,national,True,if antidotes are not developed,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604926/1949032001/0325.xml,1949-03-20,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,24.0,inferred_long
"Experience indicates, rather, that the delay of adjustment un til that time would result in cur tailment of employment and production, followed by disorderly price breaks and a general eco nomic decline—the spiral of de pression.",general_business,worsen,down,up,vague,hedged,expert,Leon H. Keyserling,national,True,delay of adjustment,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604926/1949032001/0325.xml,1949-03-20,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
All four Democrats agreed with Secretary of the Treasury Snyder’s press conference estimate yesterday that the Nation is “undergoing healthy readjustment” and the business outlook is for continued prosperity.,general_business,improve,na,na,vague,assertive,official,Snyder,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604938/1949033101/0421.xml,1949-03-31,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
Trading is expected to pick up shortly in Pepco preferreds on the Washington Stock Exchange as these issues are not to be called.,markets,improve,na,na,vague,hedged,journalist,na,regional,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060494A/1949040501/0333.xml,1949-04-05,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=regional (not US national),,
Widespread rains reported In the South were evpected to delay crop preparti ions and planting*,other,worsen,na,na,vague,hedged,journalist,na,regional,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060494A/1949040501/0333.xml,1949-04-05,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=regional (not US national),,
Shipments from the country continued to lag and spot traders say that prire Increases la the only thing that will bring corn Irom the farms,other,improve,up,na,vague,assertive,expert,spot traders,industry,True,price increases,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060494A/1949040501/0333.xml,1949-04-05,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
A tapering off of CCC Durrhases has; been noted and tf defaults are large a considerable decrease in Government pur j ehases Is anticipated,other,worsen,na,na,vague,hedged,journalist,na,national,False,defaults are large,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060494A/1949040501/0333.xml,1949-04-05,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
He discusses the possibility that a drastic cut in the armaipent program could “produce a more or less serious recession before suitable readjustments could be„made.”,general_business,worsen,na,na,vague,hedged,expert,Edwin G. Nourse,national,True,a drastic cut in the armament program,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/0028060494A/1949040801/0457.xml,1949-04-08,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"Although Belgium’s production is 125 per cent of prewar, unemployment is above 10 per cent and observers say the business outlook is not encouraging.",general_business,worsen,na,na,vague,hedged,expert,na,foreign,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604951/1949042001/0427.xml,1949-04-20,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=foreign (not US national),,
"Evans Woollen, jr„ president of the American Bankers’ Association, took a very optimistic view of the national business outlook",general_business,improve,na,na,vague,hedged,expert,"Evans Woollen, jr.",national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604963/1949042601/0228.xml,1949-04-26,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"They expect a serious business slump when the Reds first arrive, but hope for a revival after things get shaken down.",general_business,worsen,na,na,vague,hedged,expert,na,foreign,True,when the Reds first arrive,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604975/1949050901/0415.xml,1949-05-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=foreign (not US national),,
Migration of three-fourth* of the Man aatang Fula* and eventual tr*na f r of other Fula Tillage* neighboring temtorte* wtll de populate the Fulladu da»t and aubnequenlly cauae financial Voag to Gambia,general_business,worsen,na,na,vague,assertive,layperson,Jang Kalaf,foreign,True,if the migration occurs,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604975/1949050901/0415.xml,1949-05-09,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=foreign (not US national),,
The increasing prices in Australia dimmed hopes for any very substantial decline in prices on 1950 spring lines.,prices,no_change,stable,na,12,hedged,journalist,na,industry,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604987/1949052201/0576.xml,1949-05-22,"evening star (washington, d.c.) 1854-1972",full_page,flat,,,,False,scope=industry (not US national),,
Corporate debt financing will be reduced to a mere trickle next week.,markets,worsen,na,na,6,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604987/1949052201/0576.xml,1949-05-22,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,STOCK,0.0,True,,6.0,stated
"They think a depression, or at least a serious recession, may be in the making.",general_business,worsen,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604999/1949060201/0534.xml,1949-06-02,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"Beyond that, in the opinion of these more cheerful observers, the basic factors in our economy are so encouraging that a serious recession seems unlikely in the extreme.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604999/1949060201/0534.xml,1949-06-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"The slowdown, as they see it, represents a salutary “disinflationary” transition from boom conditions to conditions of stability which should last for some years to come because of the basic soundness of our economy.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604999/1949060201/0534.xml,1949-06-02,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,24.0,inferred_long
"With signs pointing to a marked dec lease in business and in national income, the disparity between tax receipt# and expenditure* by th* Oovernment will become more acute with a threat to the national economy",general_business,worsen,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280604999/1949060201/0534.xml,1949-06-02,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"In the next few months the cost of replacing German stocks of materials will rise, while food will cost more.",prices,worsen,up,na,6,assertive,expert,Roland Bird,foreign,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605001/1949061201/0540.xml,1949-06-12,"evening star (washington, d.c.) 1854-1972",full_page,up,,,,False,scope=foreign (not US national),,
German wages will tend to rise as productivity rises.,other,improve,na,na,vague,hedged,expert,Roland Bird,foreign,False,productivity rises,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605001/1949061201/0540.xml,1949-06-12,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
It will take time before these distortions in the German economic structure are removed.,general_business,improve,na,na,vague,assertive,expert,Roland Bird,foreign,False,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605001/1949061201/0540.xml,1949-06-12,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
The cold war and the rattling of Russian sabers were simply supplementary weapons in creating a situation which in the opinion of Russian leaders inevitably will cause economic chaos and its consequences.,general_business,worsen,na,na,vague,assertive,official,Russian leaders,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605001/1949061201/0540.xml,1949-06-12,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
there will be 1.800 persons o*#*' fayrbll by next week.,employment,improve,na,down,vague,assertive,official,John J. Haggerty,regional,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605049/1949061701/0140.xml,1949-06-17,"evening star (washington, d.c.) 1854-1972",full_page,down,,,,False,scope=regional (not US national),,
The American Federation of Labor believes “a serious business recession is almost Impossible.”,general_business,improve,na,na,vague,assertive,expert,American Federation of Labor,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605049/1949062001/0393.xml,1949-06-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
the Nation's unemployed may reach a total of 5 000.000 by July.,employment,worsen,na,up,6,hedged,expert,American Federation of Labor,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605049/1949062001/0393.xml,1949-06-20,"evening star (washington, d.c.) 1854-1972",full_page,up,flat,UNRATE,0.0,True,,6.0,stated
“nothing in sight indicates a halt in unemployment trends.”,employment,worsen,na,up,vague,assertive,expert,Public Affairs Institute,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605049/1949062001/0393.xml,1949-06-20,"evening star (washington, d.c.) 1854-1972",full_page,up,down,UNRATE,0.0,True,,12.0,default
“there Is no reason now to expect any such collapse as that of 1921.”,general_business,improve,na,na,vague,assertive,expert,American Federation of Labor,national,True,na,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605049/1949062001/0393.xml,1949-06-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"This could, in turn, lead to an increased flow of goods between Eastern and Western Europe.",general_business,improve,na,na,vague,hedged,journalist,na,foreign,False,easing of traffic restrictions,/service/ndnp/dlc/batch_dlc_2hayden_ver02/data/sn83045462/00280605049/1949062001/0376.xml,1949-06-20,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
"A feeling that our high riding economy, afflicted with multipronged price pressures (Increased money costs. In creased labor costs, and in creased prices of commodities and services) must eventually rein In, has cast a sombre hue over the financial markets.",general_business,worsen,na,na,vague,hedged,official,na,national,True,na,/service/ndnp/dlc/batch_dlc_oedipusrex_ver01/data/sn83045462/00280607733/1957081801/0124.xml,1957-08-18,"evening star (washington, d.c.) 1854-1972",full_page,worsen,flat,INDPRO,0.0,True,,24.0,inferred_long
"Based on th* Government's latest crop forecast of 12.713.000 bale*, th* New York Cotton Exchant* Service Bureau r«tlmal*d that th* total domea tic tupply at th* end of the current season would approximate 22.6 million bales, aialnat 27 o million nt th* and of tha previous season",other,unclear,na,na,12,hedged,expert,na,industry,True,Government's latest crop forecast of 12.713.000 bale*,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280607745/1957091501/1276.xml,1957-09-15,"evening star (washington, d.c.) 1854-1972",full_page,,,,,False,scope=industry (not US national),,
"Meat Production in the Nation during 1657 will fall about 3 per cent below last year’s record volume, according to the Commerce Department.",other,worsen,na,na,6,assertive,official,Commerce Department,industry,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280607757/1957092201/0417.xml,1957-09-22,"evening star (washington, d.c.) 1854-1972",full_page,worsen,,,,False,scope=industry (not US national),,
the trade feeling is that much of thla year's production will end up in the loan &roxram with the likelihood of its r’.n* forfeited to the Commodity Credit corn eventually,markets,unclear,na,na,vague,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280607769/1957100101/0019.xml,1957-10-01,"evening star (washington, d.c.) 1854-1972",full_page,,,,,False,scope=industry (not US national),,
"Pontiac Division of General Motors expects to build around 450,000 cars next year and take over fifth place in industry production and salea.",general_business,improve,na,na,12,hedged,official,Pontiac Division of General Motors,industry,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280607769/1957100801/0633.xml,1957-10-08,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"Consumption of finished steel will hit a record SI million tons this year, with 84 million coming from mill shipment* and the other million from Inventories. Steel magaiine predicted yesterday.",industry,improve,na,na,6,assertive,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102101/0575.xml,1957-10-21,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"Steel said producers of capital goods, such as machine tools and plant <equipmeul, are disappointed about prospects for new orders In the fourth quarter of 1957, but tl*ey see indications of an upturn in 1958. probably In the thirdl quarter.",general_business,improve,na,na,12,hedged,expert,na,industry,True,na,/service/ndnp/dlc/batch_dlc_parsifal_ver01/data/sn83045462/00280608634/1957102101/0575.xml,1957-10-21,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
