claim_id,episode,kind,publisher,state,date,search_term,page_url,quote,is_prediction,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name
726,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"Under OPA's pricing policy for manufacturers for the reconversion period, some increases will be per mitted to allow for higher labor and material costs.",yes,prices,improve,up,na,vague,assertive,official,na
727,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"Profit margins will be held to half the industry-wide average for larger businesses or prewar levels for smaller firms, I however.",yes,general_business,worsen,na,na,vague,assertive,unclear,na
728,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"war and will stay broken in many fields, although most large concerns will conduct their most intensive re cruiting in the 20 to 30 age group.",yes,employment,improve,na,down,vague,assertive,unclear,na
729,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-10-04,reconversion,http://www.loc.gov/resource/2010270509/1945-10-04/ed-1/?sp=2,"Washington Dipestj Nation Can Head Off Postwar Crime Wave Quick Reconversion Can Prevent Era of Lawlessness, FBI Chief Says; Expects Vets to Demand Order.",yes,general_business,improve,na,na,vague,hedged,official,na
730,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=3,This will aid materially in making radio sets available for almost every need.,yes,general_business,improve,na,na,vague,assertive,unclear,na
731,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=3,Production has speed ed up beyond earlier reports with every indication that the market will shortly be well supplied.,yes,general_business,improve,na,na,vague,assertive,journalist,na
732,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-29,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-29/ed-1/?sp=2,"This means in practice that southern workers will re ceive much less than those in the North, and also means that states with the largest Negro popula tion will have the lowest guaranteed benefits.",no,,,,,,,,
733,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-29,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-29/ed-1/?sp=2,(2) Those who stuck oyallv to their war jobs until the defeat of Japan will be hardest hit by un employment.,yes,employment,worsen,na,up,vague,assertive,unclear,na
734,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=6,"What will happen probably will be determined by the extent and promptness with which civilian industry absorbs the millions of men being discharged from war Industries, those tempora rily idle, and the discharged men from the armed services.",no,,,,,,,,
735,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=6,"Although Secretary Anderson in dicated that meat rationing was on the way out, possibly matter of months, storage stocks are relatively low, and it is expected that the strong demands for meats will be maintained long enough to absorb tile rather heavy movement of cattle and hogs that is anticipated during the fall and early winter months, linage conditions have been excel lent, and cattle men report that the ranchers are in a mood to carry larger than normal supplies of range cattle over winter rather than to sell them at substantial discounts now.",yes,prices,improve,up,na,6,hedged,unclear,na
736,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"If this is not plain now, I think it safe to say that for millions of workers the mechanical picker will make it so.",yes,employment,worsen,na,up,vague,hedged,unclear,na
737,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"VICTORY FUND AND COMMUNITY CHEST iij.jiiMii iniimi -iuiji_,1 Nation Can Head Off Postwar Crime Wave Quick Reconversion Can Prevent Era of Lawlessness, FBI Chief Says; Expects Vets to Demand Order.",yes,general_business,improve,na,na,vague,hedged,expert,na
738,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"As experts looked for the erection of 500,000 private dwellings next year and a peak of 800,000 in 1948, officials sought to increase the sup ply of scarce building materials, per mitting wage and price boosts and priorities to break bottlenecks, if necessary.",yes,general_business,improve,na,na,12,hedged,expert,na
739,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"Under OPA\u2019s pricing policy for manufacturers for the reconversion period, some increases will be per mitted to allow for higher labor and material costs.",yes,prices,improve,up,na,vague,assertive,official,na
740,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"Profit margins will be held to half the industry-wide average for larger businesses or prewar levels for smaller firms, however.",yes,general_business,worsen,na,na,vague,assertive,unclear,na
741,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-06,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-06/ed-1/?sp=7,"In seeking to offset expectations that Mac Arthur\u2019s announcement might lead to speedier demobiliza tion, President Truman declared the program was not dependent upon occupation needs.",no,,,,,,,,
742,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-11-08,reconversion,http://www.loc.gov/resource/2010270509/1945-11-08/ed-1/?sp=6,"As the companies and unions clashed, the administration worked on a reconversion wage policy de signed to guide negotiations through the troublesome days ahead.",no,,,,,,,,
743,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-11-08,reconversion,http://www.loc.gov/resource/2010270509/1945-11-08/ed-1/?sp=6,"But,\u2019\u2019 he added, \u201cwe have severe tests ahead.",no,,,,,,,,
744,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=1,"\""Millions of her citizens face unemployment throughout the coming year.",yes,employment,worsen,na,up,12,assertive,journalist,na
745,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=1,"If our reduc tion in armed forces goes as per schedule, this item adds up to more than $2,000,000,000 in the next year.",no,,,,,,,,
746,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=1,"I American workers will have earn ed more than $150,000,000,000 during 1945, of which $20,000,000 1000 will go for personal taxes.",no,,,,,,,,
747,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-12-20,reconversion,http://www.loc.gov/resource/2010270509/1945-12-20/ed-1/?sp=2,"Like many others, it had expect ed reconversion and demobilization to be gradual processes and unem ployment aid was ready to meet that situation.",yes,employment,worsen,na,up,vague,hedged,unclear,na
748,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=8,A group of American soldiers and a jeep stand outside the building here Trials will start probably by Octo ber 15th.,no,,,,,,,,
749,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=8,"Executive Secretary, on behalf of six national unofficial church social action groups which cooperate through the United Christian Council, warned that \u201cwith out an over-all, completely coordi nated production plan geared to quickest possible reconversion to ci vilian manufacture under government direction and government enforce ment if necessary, we shall be in chaos, with vast numbers of former war workers unemployed for whom no provision has been made.",yes,employment,worsen,na,up,vague,assertive,expert,na
750,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-09-08,reconversion,http://www.loc.gov/resource/sn93062828/1945-09-08/ed-1/?sp=8,United Christian Council for fare of all will be assured.,no,,,,,,,,
751,1945 Reconversion,crisis,"proletarec (chicago, ill.) 1906-19??",illinois,1946-01-30,reconversion,http://www.loc.gov/resource/sn83045377/1946-01-30/ed-1/?sp=8,"To put morl dollars in circula tion without increasing the amount of real wealth back of those dol lars will, inbnaeeded,ssas),amhm j lars will, indeed, be an act of cur rency inflation.",no,,,,,,,,
752,1945 Reconversion,crisis,"proletarec (chicago, ill.) 1906-19??",illinois,1946-01-30,reconversion,http://www.loc.gov/resource/sn83045377/1946-01-30/ed-1/?sp=8,HOFFMAN'S REASSURNG FORECAST \u201cBig Business Executive Insists Reconversion Is Making Amazing Progress; No Occasion to Get Hysterical over Strikes On several occasions LABOR has pointed out the unfortunate j tendency in some quarters to over-emphasize the importance of strikes.,yes,general_business,improve,na,na,vague,assertive,expert,Hoffman
753,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-27,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-27/ed-1/?sp=2,"I, for one, do not doubt that ultimately it will be abolished be cause the alternative is deep, corroding poverty, universal misery and recurring war.",yes,general_business,improve,na,na,vague,assertive,unclear,na
754,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-27,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-27/ed-1/?sp=2,"Meanwhile, the rebellious spirit now being evinced by the Am erican workers is an earnest that slavery shall not prevail.",no,,,,,,,,
755,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-27,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-27/ed-1/?sp=2,"OPA thinks this formula, in most cases, will make reconversion costs about comparable with those of 1942.",yes,prices,no_change,stable,na,vague,hedged,official,na
756,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,"RECONVERSION: Pace Quickens Breathless trying to keep up with relaxation of unending wartime con trols, the nation contemplated early removal of meat, tire and shoe ra tioning, even as the government re moved restrictions on Industry to permit full-steam ahead on recon version.",yes,general_business,improve,na,na,vague,assertive,journalist,na
757,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,"Following previous announce ment that the government had abolished packer set-asides on beef, veal and ham supplies for the army and other federal agencies, an early end of rationing was expected with OPA's revelation that it would re duce meat point values in view of military cutbacks in orders and a prospective heavy fall run of cattle With the announcement that tire production would be doubled to 4, 000.000 monthly during October, With industry given the go-ahead signal for civilian production, man ufacturers strove for speedy output for the pent-up postwar market.",yes,prices,improve,down,na,vague,hedged,journalist,na
758,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,I hear the questions asked: Why should we be expected to send all this food to Europe?,no,,,,,,,,
759,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,"The officials would tell us nothing, so: \u201cThe state department fiddles while Byrnes roams.\u201d Reconversion query: Will rede ployment mean re-employment, or how soon will the redeployed become the re-employed?",no,,,,,,,,
760,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-06,reconversion,http://www.loc.gov/resource/2010270509/1945-09-06/ed-1/?sp=2,And I expect the re-tired auto salesman will be next.,no,,,,,,,,
761,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-02,reconversion,http://www.loc.gov/resource/2010270509/1945-08-02/ed-1/?sp=6,"To help speed reconversion, indi vidual manufacturers will be per mitted to work ouj their own prices and submit them to OPA for ap proval before the government can formulate general industry wide costs.",no,,,,,,,,
762,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,Good Start Made In Major Job Of Reconversion Reconversion and all that It entails between now and this time next year presents a black picture if one listens to tiie predictions of some government and labor lead ers.,yes,general_business,worsen,na,na,12,hedged,official,na
763,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,"It is a harsh paradox to witness a nation which has won the greatest military victory in history and accomplished the most prodigi ous production miracle in tiie an nals of man, throw up its hands and predict an army of eight mil lion unemployed by next Spring with tiie government doing nothing about it.",yes,employment,worsen,na,up,6,assertive,unclear,na
764,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,Chairmau Krug of tiie War Pro duction board in a statement short ly after the peace emphasized that the actual Job of reconversion will be handled by private industry with pretty much of a hands-off policy by tiie government.,no,,,,,,,,
765,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-09-20,reconversion,http://www.loc.gov/resource/2010270509/1945-09-20/ed-1/?sp=3,"The govern ment's part he said, will be to hold down inflation.",yes,prices,improve,down,na,vague,assertive,official,na
766,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-08-18,reconversion,http://www.loc.gov/resource/sn93062828/1945-08-18/ed-1/?sp=7,"To help speed reconversion, indi vidual manufacturers will be per mitted to work out their own prices and submit them to OPA for ap proval before the government can formulate general industry wide costs.",no,,,,,,,,
767,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"But, the Chief Executive empha sized, there are portions of this program where caution and re straint will serve the better part of reconversion.",no,,,,,,,,
768,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"Some foods must remain on the rationed list for some time, and the War Pro duction Board will have to support the stabilization program so long as material shortages continue.",no,,,,,,,,
769,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"\u201cWhat we do now will affect our American way of life for decades to come.\u201d To re-emphasize the manifold problems of reconversion and the need for both speed and caution, he appended to his message re ports from Attorney General Tern C.",no,,,,,,,,
770,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"The President warned, in this connection, that \u201cthe time has not yet arrived for the proclamation of the cessation of hostilities, much less the ter mination of the war.\u201d ?n his report entitled \u201cThe Tran sition Phase One,\u201d Snyder out 1 ned the work of reconversion to date and listed the tasks ahead.",no,,,,,,,,
771,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"Reconversion is off to a good start, he said, but some governmental controls will have to remain to guard against inflation and defla tion until the national economy is stabilized through full employment and full production.",yes,general_business,improve,na,na,vague,hedged,expert,na
772,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,Truman nevertheless made plain that it is only the first of a series he will present in be half of national security.,no,,,,,,,,
773,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"Others will cover a universal training pro gram, unification of the armed \u2022ervices, and use and control of atomic energy.",no,,,,,,,,
774,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"\u201cI shall shortly communicate with the Congress recommending a national health program to pro vide adequate medical care for all Americans and to protect them from financial loss and hardships resulting from illness and acci dent,\"" he.",no,,,,,,,,
775,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"\u201cI shall also com municate with the Congress with respect to expanding our Social Se curity system, and improving our program of education for our citi zens.\u201d The President laid down 21 ma jor factors in reconversion and made recommendations, as fol lows: 1.",no,,,,,,,,
776,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,War workers will be displaced during reconversion.,yes,employment,worsen,na,up,vague,assertive,unclear,na
777,1945 Reconversion,crisis,"the wilmington morning star (wilmington, n.c.) 1909-1990",north carolina,1945-09-07,reconversion,http://www.loc.gov/resource/sn78002169/1945-09-07/ed-1/?sp=2,"A program will be ready shortly for Congress, which later should give consideration to modernization ol the federal tax structure.",no,,,,,,,,
778,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,"There has been a wholesale cancellation of war contracts and all industries, who were not prepar ing for peace, will be slow to get into peacetime competition.",yes,general_business,worsen,na,na,vague,assertive,unclear,na
779,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,"John Snyder, Reconversion Director, has stated that there will be an im mediate and large dislocation of our economy and that there will be a sharp but temporary unemployment.",yes,employment,worsen,na,up,vague,assertive,official,John Snyder
780,1945 Reconversion,crisis,"the powder keg (hastings, neb.) 1943-19??",nebraska,1945-08-24,reconversion,http://www.loc.gov/resource/2023271000/1945-08-24/ed-1/?sp=2,The readjustment or reconversion will not be all unpleasant.,yes,general_business,improve,na,na,vague,hedged,unclear,na
781,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1946-03-07,reconversion,http://www.loc.gov/resource/2010270509/1946-03-07/ed-1/?sp=5,"As long as OPA continues its wartime con trol policy rather than a policy of adjustment to aid reconversion, it will neither be able^to prevent an inflation or a deflation; it will only be able to prevent reconversion by discourag ing production of needed home building items.",yes,general_business,worsen,na,na,vague,assertive,journalist,na
782,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-11-24,reconversion,http://www.loc.gov/resource/sn93062828/1945-11-24/ed-1/?sp=6,"But,\u201d he added, \u201cwe have severe tests ahead.",yes,general_business,worsen,na,na,vague,hedged,expert,na
783,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-20,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-20/ed-1/?sp=1,Johnson also pointed out that this would provide the Government with ade quate revenue for its demobilizat ion program and that such a pro gram will boost purchasing power as well as contest pressure result ing from mass lay-offs and the re turn of discharged veterans.,yes,general_business,improve,na,down,vague,assertive,expert,Johnson
784,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-20,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-20/ed-1/?sp=1,"In the Council\u2019s analysis of the Tax Program pa9sed by the House of Representatives it is shown that NegroeSj the majority of whom con stitute the low and middle income groups, will benefit least from the proposed plan of retaining sub standard personal exemptions; granting only meager relief to the low and middle income groups.",no,,,,,,,,
785,1945 Reconversion,crisis,"the omaha guide (omaha, neb.) 1927-19??",nebraska,1945-10-20,reconversion,http://www.loc.gov/resource/sn93062828/1945-10-20/ed-1/?sp=1,"urged that the Senate revise the Tax proposals of the Houge on the basis of \""TAXATION ACCORDING TO ONES ABILITY TO PAY\u201d which will give relief where it is needed most, increase the Nation's purchasing power, speed up the pace of reconversion and pave the way to FULL EMPLOYMENT and general prosperity during the post war period; while at the same time providing adequate revenue for the Government.",yes,general_business,improve,na,down,vague,assertive,unclear,na
786,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-30,reconversion,http://www.loc.gov/resource/2010270509/1945-08-30/ed-1/?sp=6,"Fortunately, such basic industries as steel will be able to furnish civil ian materials with little delay, and plans have been set up to continue government supervision over scarce items to permit more even distribu tion and prevent speculative hoard ing and pressure for price increases.",yes,prices,improve,stable,na,vague,assertive,unclear,na
787,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-30,reconversion,http://www.loc.gov/resource/2010270509/1945-08-30/ed-1/?sp=6,and will be able to draw unemploy ment compensation to tide them over the early transition period.,no,,,,,,,,
788,1945 Reconversion,crisis,"the frontier (o'neill city, holt county, neb.) 1880-1965",nebraska,1945-08-30,reconversion,http://www.loc.gov/resource/2010270509/1945-08-30/ed-1/?sp=6,"WORLD RELIEF: Needs Boosted With the termination of the war in the Pacific expected to multiply its problems, the United Nations Re lief and Rehabilitation Administra tion Director Herbert Lehman de clared that more than two billion dollars in additional funds would be needed to help stricken countries before their restoration of stable economies.",yes,general_business,improve,na,na,vague,assertive,expert,Herbert Lehman
789,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1948-12-28,business outlook,http://www.loc.gov/resource/sn83045462/1948-12-28/ed-1/?sp=30,"5.\u201d _ 10:00, WOL\u2014Leon Keyserling and Merryle Rukeyser consider \u201cWhat Is the Business Outlook for 1949.\u201d Television.",no,,,,,,,,
790,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1948-12-28,business outlook,http://www.loc.gov/resource/sn83045462/1948-12-28/ed-1/?sp=30,"NO TICKETS REQUIRED ATTEND AND PARTICIPATE (Aik Question* of the Soeskers) In the WOL-MUTUAL broadcast of Theodore Granik\u2019s AMERICAN FORUM Of The Air Tonight, Shoreham Hotel (Please be Seated by 9:30 P.M.) WHAT\u2019S THE BUSINESS OUTLOOK FOR 1949?",no,,,,,,,,
791,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-04-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-04-20/ed-1/?sp=25,"Galloway of the University of London will discuss \""The British Health Plan\u201d at a meeting of the District Chapter of the Physicians\u2019 Forum at 8:30 p.m.",no,,,,,,,,
792,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-04-20,business outlook,http://www.loc.gov/resource/sn83045462/1949-04-20/ed-1/?sp=25,"Although Belgium\u2019s production is 125 per cent of prewar, unem ployment is above 10 per cent and observers say the business outlook is not encouraging.",yes,general_business,worsen,na,na,vague,hedged,expert,na
793,1948 Recession,crisis,"union county times (lake butler, fla.) 1920-current",florida,1949-04-08,business outlook,http://www.loc.gov/resource/sn95047168/1949-04-08/ed-1/?sp=4,We cannot understand how any conscientious member of the Legislature can now saddle additional expenditures and tax burdens upon the people of the state in view of the present economic and business outlook in the state.,no,,,,,,,,
794,1948 Recession,crisis,"st. ignatius post (st. ignatius, mont.) 1946-1962",montana,1949-06-02,business outlook,http://www.loc.gov/resource/sn84036106/1949-06-02/ed-1/?sp=4,"STACY INVESTIGATING BUSINESS OUTLOOK AT ARCO Norman Stacy left on Tuesday for Arco, Idaho, to investigate the possibilities of opening a business there, which promises to be a boom town if the government\u2019s atomic energy plant goes into op eration there.",yes,general_business,improve,na,na,vague,hedged,journalist,na
795,1948 Recession,crisis,"st. ignatius post (st. ignatius, mont.) 1946-1962",montana,1949-06-02,business outlook,http://www.loc.gov/resource/sn84036106/1949-06-02/ed-1/?sp=4,Stacy is of the opinion that the business outlook in his line will not warrant him maintaining his shop and stock of plumbing and electrical supplies.,yes,general_business,worsen,na,na,vague,hedged,expert,Stacy
796,1948 Recession,crisis,"st. ignatius post (st. ignatius, mont.) 1946-1962",montana,1949-06-02,business outlook,http://www.loc.gov/resource/sn84036106/1949-06-02/ed-1/?sp=4,Stacy said that he will very likely continue in the real estate and insurance business in St.,no,,,,,,,,
797,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1948-12-10,business outlook,http://www.loc.gov/resource/sn83045462/1948-12-10/ed-1/?sp=24,Capital Goods Economcis To Be Subject of Session The 4th national conference in capital goods economics will be held by the Machinery and Allied Pro ducts Institute today and Saturday at the Mayflower Hotel.,no,,,,,,,,
798,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1948-12-10,business outlook,http://www.loc.gov/resource/sn83045462/1948-12-10/ed-1/?sp=24,More than 200 top officers of large capital goods industries are expected to attend.,no,,,,,,,,
799,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1948-12-10,business outlook,http://www.loc.gov/resource/sn83045462/1948-12-10/ed-1/?sp=24,"Corwin Edwards, chief economist, (^vision of industrial economics Fed eral Trade Commission, was sched uled to speak at today\u2019s session on the \u201cBasing Point and Delivered Price Controversy.\u201d The \""Business Outlook for 1949\u201d was to be dis cussed at a luncheon at 2:30 p.m.",no,,,,,,,,
800,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-28,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-28/ed-1/?sp=38,"ECCLES B|||| \""Business Outlook\"" EARL J.",no,,,,,,,,
801,1948 Recession,crisis,"evening star (washington, d.c.) 1854-1972",district of columbia,1949-03-28,business outlook,http://www.loc.gov/resource/sn83045462/1949-03-28/ed-1/?sp=38,MITCHELL B|| gHHB Chief Forecaster ^B U.,no,,,,,,,,
802,1948 Recession,crisis,"the key west citizen (key west, fla.) 1879-current",florida,1949-06-27,business outlook,http://www.loc.gov/resource/sn83016244/1949-06-27/ed-1/?sp=2,"VV\u2019hat with com on the cob, water l melons, peaches and mangoes coming \""Vte\u00dff, this life isn\u2019t so bad.",no,,,,,,,,
803,1948 Recession,crisis,"the key west citizen (key west, fla.) 1879-current",florida,1949-06-27,business outlook,http://www.loc.gov/resource/sn83016244/1949-06-27/ed-1/?sp=2,BUSINESS OUTLOOK Key West is playing true touts pole to be the last city in the nation to feel the up surge of prosperity and last to experience the pinch of a recession or depression.,yes,general_business,improve,na,na,vague,assertive,journalist,na
804,1948 Recession,crisis,"the nome nugget (nome, alaska) 1938-current",alaska,1949-02-18,business outlook,http://www.loc.gov/resource/sn84020662/1949-02-18/ed-1/?sp=4,"Le May) WASHINGTON, (/P\u00bb\u2014President Truman\u2019s confident forecast of continued prosperity brought this reaction today from his Capitol Hill critics: the best way to help the nation\u2019s business is to leave it alone.",yes,general_business,improve,na,na,vague,assertive,official,President Truman
